id,cuisine
48957,italian
17721,italian
25138,italian
47438,italian
47162,indian
42459,french
6486,indian
24116,indian
31596,chinese
38887,chinese
10665,jamaican
13712,filipino
2633,mexican
35784,french
45204,italian
46722,southern_us
34949,british
35321,chinese
46430,southern_us
34431,french
30890,cajun_creole
42132,irish
15702,italian
47719,french
45160,italian
20600,italian
10800,italian
30479,italian
9457,mexican
26571,italian
42942,italian
36635,mexican
43617,chinese
16911,mexican
122,mexican
22340,mexican
37007,italian
23595,italian
25233,italian
5503,chinese
47338,indian
44695,mexican
7141,southern_us
14564,italian
19655,british
35326,italian
35922,mexican
28171,italian
1322,southern_us
14923,southern_us
42344,indian
16380,mexican
15233,mexican
8338,indian
41014,french
30440,mexican
23043,southern_us
20788,southern_us
14375,southern_us
1184,chinese
34280,indian
46171,cajun_creole
31834,french
14759,italian
15855,filipino
6662,italian
15056,italian
34873,korean
20089,british
20015,cajun_creole
18402,italian
6418,french
1454,chinese
14070,japanese
26424,japanese
27349,indian
26459,french
13151,italian
12264,italian
18366,italian
46851,italian
18954,italian
39858,chinese
43500,french
21656,french
10505,chinese
5313,italian
28951,japanese
19961,indian
1795,southern_us
9917,british
26180,mexican
9726,italian
47689,italian
7866,indian
41625,mexican
35160,french
4430,italian
39082,french
46186,indian
11988,indian
24177,japanese
31849,italian
41194,french
36968,mexican
42330,japanese
36791,thai
19704,italian
4933,indian
4255,mexican
37105,italian
35848,indian
17416,mexican
39066,italian
36270,cajun_creole
24406,filipino
20517,italian
27630,mexican
19670,french
4685,italian
45260,italian
378,chinese
40841,russian
27632,japanese
12193,indian
38047,mexican
10170,italian
25043,indian
23851,italian
14743,chinese
13294,indian
26466,chinese
32002,italian
37526,southern_us
8888,italian
38945,indian
38546,mexican
38869,french
10556,mexican
3296,french
25977,mexican
32025,mexican
44087,italian
32762,french
824,italian
44636,italian
542,italian
38218,italian
41930,french
1987,italian
37378,southern_us
8873,italian
1513,italian
44013,japanese
38042,mexican
11576,mexican
24510,southern_us
823,italian
23443,japanese
34870,indian
3846,southern_us
14993,french
16854,mexican
5886,mexican
33793,italian
2999,french
20843,mexican
29153,italian
33790,italian
16516,indian
37887,french
18466,indian
48033,italian
45404,italian
4175,mexican
31986,italian
38555,indian
26832,chinese
19810,mexican
49086,french
39579,italian
25551,southern_us
42549,indian
22052,mexican
45632,italian
4143,mexican
11310,italian
32839,japanese
48171,italian
22896,italian
10878,mexican
31643,mexican
47624,indian
35141,italian
13498,chinese
24566,italian
16533,italian
15437,mexican
19426,greek
32416,italian
2427,italian
9178,indian
40606,italian
28450,japanese
7946,italian
21756,italian
17843,french
44066,mexican
7427,chinese
11297,french
42965,italian
23067,french
35066,vietnamese
27938,greek
39075,greek
20200,southern_us
19823,french
12336,chinese
34714,italian
45388,italian
25639,greek
33985,southern_us
25524,thai
19641,chinese
11106,chinese
22165,italian
35412,italian
23475,japanese
1570,italian
12815,indian
37253,italian
16900,indian
7701,southern_us
49391,mexican
1132,italian
13051,mexican
2284,japanese
21410,british
25604,greek
45746,brazilian
35911,southern_us
26608,japanese
16991,french
40657,mexican
47960,french
38408,southern_us
1295,southern_us
40139,italian
38538,french
26420,italian
10326,vietnamese
5181,mexican
18210,indian
3241,southern_us
27062,italian
41527,indian
45484,mexican
38755,italian
47246,italian
164,italian
723,italian
299,italian
1519,mexican
34077,french
45254,indian
34760,french
11154,mexican
26274,french
15081,italian
45100,mexican
1417,french
32083,italian
29971,italian
17679,italian
36539,indian
34975,mexican
4633,italian
10321,french
35565,italian
26919,chinese
9549,southern_us
31863,southern_us
22053,italian
19443,italian
18540,italian
23354,italian
13859,british
23904,brazilian
6675,french
18595,southern_us
12967,chinese
17283,southern_us
23211,indian
14358,mexican
31398,indian
42650,italian
25258,southern_us
18457,vietnamese
11810,mexican
9499,italian
11943,mexican
6810,southern_us
34323,indian
23296,korean
45927,italian
45196,italian
19917,japanese
20210,italian
41629,filipino
39907,italian
4956,mexican
37058,italian
20859,chinese
3315,italian
4401,italian
21361,italian
44164,french
26391,italian
47771,italian
44140,italian
43739,indian
12481,irish
12292,mexican
15965,indian
23409,italian
39005,chinese
2774,indian
14529,japanese
16926,italian
26890,brazilian
9663,indian
43052,vietnamese
24193,southern_us
5476,italian
10048,italian
1981,mexican
12194,chinese
22202,italian
7626,italian
37365,mexican
44144,italian
37723,french
47194,filipino
30827,italian
33108,indian
2075,italian
6326,italian
11083,mexican
30311,korean
45371,italian
18232,indian
9768,japanese
6648,indian
35650,italian
23013,italian
6669,indian
42670,mexican
18155,italian
44622,mexican
28426,mexican
23743,mexican
14176,brazilian
9576,italian
36577,italian
16671,italian
22964,indian
16424,french
47225,indian
17565,french
36401,filipino
30314,italian
32982,jamaican
21866,indian
1475,italian
13053,italian
33983,southern_us
24051,japanese
22800,italian
16561,chinese
2740,italian
219,mexican
48737,french
2164,italian
13579,italian
71,southern_us
12420,indian
35209,mexican
11472,italian
43172,southern_us
24927,cajun_creole
37102,italian
10743,italian
27874,indian
9565,french
21419,italian
767,korean
28308,italian
37605,italian
9558,french
31527,southern_us
2419,chinese
7541,chinese
11400,greek
23487,italian
8087,french
21906,french
48830,mexican
37328,southern_us
45490,indian
9710,french
16153,mexican
39537,indian
13923,italian
8120,japanese
12923,southern_us
1556,indian
6871,italian
34201,irish
36146,british
33170,southern_us
20082,mexican
26517,irish
15214,italian
34092,southern_us
40902,italian
44452,italian
2083,italian
44897,mexican
17850,indian
26693,italian
19618,indian
35589,indian
46084,japanese
17256,mexican
47570,mexican
32796,indian
27047,moroccan
39487,mexican
130,vietnamese
17627,italian
29072,southern_us
1108,southern_us
22666,southern_us
41630,southern_us
27289,italian
42299,southern_us
36078,italian
7098,british
46999,french
28791,japanese
39576,mexican
2447,southern_us
22449,indian
23828,indian
5660,indian
47460,indian
17912,southern_us
12288,southern_us
44037,italian
20875,mexican
6500,korean
13813,mexican
4907,mexican
38186,italian
9816,mexican
8170,french
21681,italian
42384,british
35366,mexican
34244,mexican
35421,mexican
33457,mexican
28026,italian
38122,italian
21362,italian
42253,italian
21994,italian
34457,japanese
40229,mexican
10181,mexican
38257,southern_us
40992,indian
15617,italian
34754,mexican
45459,italian
31295,italian
44977,southern_us
18322,japanese
23257,japanese
10084,southern_us
16445,indian
10594,indian
26828,italian
47643,chinese
49680,chinese
27446,italian
8731,italian
37341,indian
42241,japanese
13669,french
21403,italian
688,mexican
23894,italian
35753,french
44692,italian
235,mexican
20982,italian
10166,mexican
2187,cajun_creole
5022,mexican
49037,italian
44478,french
8912,chinese
8919,italian
23856,mexican
14647,french
48870,filipino
14377,mexican
18548,italian
39591,italian
46746,italian
31926,italian
10159,italian
11342,japanese
32421,southern_us
19969,italian
3029,southern_us
39565,british
7426,indian
20624,italian
4385,french
18761,italian
46710,chinese
46241,italian
14208,southern_us
29323,italian
40663,southern_us
32391,mexican
9506,italian
35402,italian
48796,italian
4657,indian
2404,southern_us
36923,southern_us
41762,french
19344,chinese
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,mexican
40345,indian
24765,southern_us
25563,southern_us
40680,mexican
36932,cajun_creole
28106,mexican
12717,mexican
40100,italian
6960,french
20724,japanese
24433,italian
32118,indian
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,southern_us
16775,vietnamese
24732,spanish
24221,french
33300,british
34971,chinese
19777,italian
24337,italian
24709,japanese
28557,italian
8963,indian
31515,italian
22575,italian
11011,italian
42030,italian
48012,filipino
13623,italian
49552,mexican
5702,southern_us
3847,italian
34221,italian
4312,italian
35834,italian
11849,cajun_creole
38290,indian
3064,japanese
30099,italian
37354,mexican
27877,italian
45642,greek
10629,indian
17557,mexican
3725,mexican
49507,italian
5560,italian
42239,indian
29559,italian
46028,southern_us
26523,mexican
28313,french
32502,southern_us
43610,filipino
35563,italian
22160,french
11258,japanese
36220,mexican
15974,french
30449,indian
29676,indian
29951,chinese
2268,brazilian
36813,mexican
28096,mexican
40471,italian
6545,french
33598,italian
22338,mexican
41918,vietnamese
2133,mexican
42259,vietnamese
11056,mexican
7034,italian
17040,japanese
35238,french
46155,italian
23356,italian
3909,indian
22107,mexican
1656,southern_us
9302,southern_us
19473,italian
13566,british
23424,italian
4139,southern_us
15970,british
47732,french
37251,french
44870,southern_us
9773,italian
2131,mexican
6381,italian
9613,italian
47364,japanese
34376,italian
26408,indian
4763,italian
18982,mexican
2766,chinese
19247,chinese
13462,french
19678,russian
22814,italian
18582,mexican
3124,japanese
19347,cajun_creole
8812,japanese
22037,irish
15423,french
35960,southern_us
49336,mexican
1255,italian
17646,italian
20631,italian
19492,mexican
22895,southern_us
18607,mexican
34569,chinese
48356,italian
12252,southern_us
21071,italian
22458,southern_us
19585,french
15597,french
15038,southern_us
20028,indian
29764,mexican
17206,french
40901,mexican
37954,italian
16933,chinese
42657,italian
21846,chinese
33834,italian
25873,italian
5938,italian
34762,indian
39835,chinese
5805,indian
13914,chinese
45924,italian
41460,italian
37287,italian
25059,french
34872,mexican
7524,chinese
10427,french
8014,italian
14740,italian
24329,filipino
38514,thai
12665,chinese
24655,italian
7078,french
15995,southern_us
15861,southern_us
30662,mexican
17836,italian
2078,french
3600,filipino
46302,indian
28375,southern_us
34839,indian
18345,italian
23205,french
34763,italian
26692,british
10317,indian
11767,mexican
36881,italian
33468,chinese
20669,mexican
18159,french
22891,russian
39588,italian
35941,japanese
15981,mexican
26013,chinese
5076,french
1573,italian
39380,spanish
13845,southern_us
35146,french
32924,southern_us
9567,italian
35203,southern_us
39666,italian
17786,japanese
21936,italian
8668,british
41339,french
32268,italian
29706,mexican
42032,cajun_creole
8105,southern_us
11218,french
7159,italian
47817,italian
1572,jamaican
38720,mexican
14780,mexican
31839,italian
6501,mexican
39533,southern_us
22820,southern_us
9619,jamaican
14025,indian
19697,italian
5370,southern_us
32639,chinese
15249,indian
47776,italian
48134,brazilian
24141,chinese
4117,chinese
20578,italian
47585,italian
20326,brazilian
43932,filipino
29704,chinese
12447,mexican
38117,indian
2684,indian
25371,mexican
25518,indian
27083,italian
16073,indian
45667,southern_us
44188,italian
44888,italian
41594,mexican
1061,chinese
6536,italian
31586,mexican
9792,italian
40395,indian
24861,italian
32253,indian
31082,italian
19298,chinese
6600,italian
46939,italian
6092,southern_us
36600,french
45979,brazilian
46910,italian
14174,irish
10609,mexican
28647,italian
19066,mexican
16803,southern_us
49114,british
14664,italian
39670,french
4583,indian
31121,southern_us
12589,jamaican
22551,italian
11817,mexican
22003,indian
42091,southern_us
45966,southern_us
6811,southern_us
2711,italian
44757,filipino
5349,spanish
30294,italian
48944,indian
44048,italian
411,japanese
44998,japanese
18078,thai
48533,italian
16485,vietnamese
32939,southern_us
11808,italian
23059,chinese
16466,cajun_creole
7315,british
13178,indian
2751,mexican
41395,mexican
20534,southern_us
12111,french
38708,french
37481,mexican
28048,mexican
13123,italian
2174,indian
17190,cajun_creole
25756,mexican
38180,italian
26892,italian
23757,indian
8553,italian
36272,indian
35224,japanese
5203,southern_us
23565,southern_us
31420,greek
43491,italian
38773,southern_us
15223,indian
17763,french
24528,italian
21704,southern_us
45329,mexican
48876,southern_us
3741,mexican
47710,southern_us
9182,italian
13782,mexican
3369,korean
11985,southern_us
39817,chinese
26869,italian
37461,indian
24217,indian
2474,japanese
45929,french
12768,southern_us
924,southern_us
13258,southern_us
7955,indian
37056,chinese
17934,mexican
5843,french
46881,italian
4049,mexican
24173,southern_us
4683,italian
32612,chinese
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,filipino
36951,brazilian
4703,italian
10734,indian
40444,jamaican
44334,french
35991,italian
34020,british
3743,french
18305,chinese
7877,italian
10606,southern_us
30584,mexican
9266,indian
35196,italian
41070,indian
25930,filipino
48564,indian
14213,indian
6618,mexican
18479,southern_us
10279,italian
30750,southern_us
45701,italian
22947,chinese
6467,indian
16365,mexican
7184,indian
23270,british
41805,southern_us
7537,mexican
18616,japanese
42857,indian
37906,irish
16846,italian
573,mexican
26657,southern_us
12408,irish
38232,italian
33447,french
40227,mexican
35760,southern_us
1385,french
47866,italian
30871,french
22604,japanese
39397,mexican
38782,filipino
45343,italian
26112,italian
10209,italian
31702,greek
37943,chinese
23471,mexican
3529,french
46794,italian
16626,mexican
32361,japanese
20932,italian
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,southern_us
18465,italian
28234,indian
47449,mexican
33869,indian
4924,french
18862,vietnamese
30556,indian
35762,french
7396,mexican
21232,italian
18299,italian
35468,french
42838,italian
33972,italian
46021,southern_us
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,southern_us
11061,french
27000,southern_us
37396,chinese
47358,mexican
47825,italian
24681,french
37706,french
44056,southern_us
38298,italian
30788,italian
36144,italian
21792,southern_us
31745,indian
15104,french
30589,vietnamese
14235,italian
2608,french
34828,italian
3282,italian
4336,southern_us
25666,filipino
17831,mexican
17008,italian
35845,mexican
19494,southern_us
30797,southern_us
33763,mexican
19950,southern_us
23089,italian
32074,mexican
49640,indian
8403,chinese
15879,italian
7949,italian
31483,korean
32928,italian
27647,southern_us
34616,italian
21113,french
41599,italian
23924,italian
36335,italian
36194,filipino
10980,indian
45999,southern_us
3943,italian
188,italian
5799,italian
20964,french
2716,french
5464,italian
17640,italian
39437,filipino
14835,japanese
3094,french
14826,italian
30173,italian
37811,italian
22363,indian
6369,southern_us
26850,mexican
48887,italian
44405,southern_us
21477,indian
32697,indian
38843,mexican
20076,mexican
26429,mexican
35648,vietnamese
41794,italian
22100,italian
30216,indian
17656,filipino
17317,japanese
4928,italian
43965,mexican
6404,southern_us
12274,indian
6651,southern_us
40406,italian
40933,british
23419,mexican
37867,indian
28834,italian
23912,chinese
4791,mexican
36354,japanese
32298,southern_us
44577,japanese
48859,indian
32485,mexican
8394,italian
7708,indian
38385,brazilian
22622,vietnamese
29716,thai
44462,mexican
9422,mexican
22499,mexican
36,italian
434,indian
5479,mexican
42420,southern_us
47346,russian
44568,mexican
38650,italian
19191,french
22848,southern_us
17886,french
6036,italian
38608,french
12890,japanese
15709,southern_us
13125,southern_us
48454,italian
36627,italian
47884,indian
28,southern_us
45365,italian
40795,japanese
17651,indian
1530,italian
17604,chinese
4700,mexican
24972,italian
23525,mexican
7092,italian
43757,italian
4808,mexican
7249,british
27589,indian
47523,italian
44244,indian
10383,korean
37285,mexican
21332,japanese
7311,italian
28052,indian
31653,italian
1740,italian
5484,indian
41406,southern_us
41907,southern_us
46515,mexican
38392,italian
15925,mexican
5094,french
31816,indian
35713,french
31296,italian
41640,french
22419,indian
47874,indian
6570,italian
6936,mexican
34063,italian
34141,mexican
44572,italian
28425,indian
38481,mexican
18955,indian
46466,italian
5692,mexican
39836,mexican
33718,italian
36250,italian
286,mexican
29766,italian
20541,french
31173,irish
46440,french
23905,irish
37232,british
8517,italian
21249,cajun_creole
32700,southern_us
22845,mexican
45461,italian
1307,french
30010,italian
21646,mexican
28148,italian
26450,mexican
16602,mexican
9928,french
27063,indian
22273,southern_us
12744,indian
28272,indian
30350,southern_us
23362,southern_us
13645,greek
16942,southern_us
34970,french
27829,irish
38058,mexican
13256,indian
31859,southern_us
43027,southern_us
22235,chinese
2933,italian
45981,italian
11460,italian
33770,cajun_creole
24399,french
8006,filipino
48885,indian
42585,italian
40160,mexican
45541,southern_us
22410,italian
26226,mexican
4591,indian
5457,mexican
39085,spanish
24040,mexican
6576,french
34310,southern_us
27350,italian
9968,vietnamese
2464,italian
27952,chinese
43388,indian
33143,mexican
28083,japanese
15927,indian
10255,french
8011,southern_us
5195,southern_us
36015,japanese
40910,indian
11309,french
47556,indian
27958,french
27198,mexican
643,italian
40853,indian
15815,japanese
2063,italian
19827,irish
33443,italian
44632,korean
26773,indian
3203,italian
32873,french
24806,french
45942,irish
1324,french
32526,japanese
48093,italian
48942,italian
8845,italian
11546,italian
44358,mexican
3209,indian
10553,italian
44430,italian
44712,italian
16351,indian
44644,italian
31670,mexican
49147,southern_us
19750,italian
48121,chinese
22722,french
9910,italian
14236,italian
48341,japanese
23190,vietnamese
20362,italian
44794,southern_us
39419,french
13526,british
42270,mexican
37208,mexican
33824,italian
29953,italian
16387,chinese
37672,cajun_creole
1868,italian
24984,british
47128,greek
44303,italian
20318,cajun_creole
7513,italian
13261,british
19259,french
31103,italian
24037,italian
29984,southern_us
28159,french
5318,indian
23962,mexican
2084,italian
41793,indian
18960,southern_us
17025,italian
15510,southern_us
36832,japanese
20643,southern_us
4154,mexican
10510,japanese
45117,japanese
43403,italian
42471,mexican
6942,italian
33309,italian
6689,southern_us
48687,italian
9880,italian
25590,italian
21842,mexican
27151,indian
565,japanese
21740,mexican
42399,southern_us
35928,greek
47060,irish
43147,indian
16625,italian
16769,spanish
12515,southern_us
14731,french
11658,mexican
49467,vietnamese
19749,italian
39723,brazilian
5722,italian
31967,indian
39857,italian
16534,italian
27334,italian
32215,mexican
34903,french
24990,italian
31307,italian
38874,mexican
24130,italian
27816,chinese
939,chinese
38293,italian
7889,italian
22114,french
24614,japanese
48827,japanese
3387,british
41676,southern_us
3152,mexican
38805,mexican
27078,chinese
34940,french
16855,indian
41891,mexican
36715,indian
49455,mexican
26522,italian
28420,italian
329,french
18986,mexican
31705,french
7402,italian
10212,southern_us
10640,korean
38014,indian
5172,italian
26986,mexican
5088,vietnamese
24522,italian
1900,mexican
4801,indian
27932,japanese
30941,italian
42354,mexican
48854,russian
39058,italian
34294,french
46593,southern_us
22582,mexican
36937,italian
34596,indian
42570,french
10147,french
44796,mexican
46819,mexican
30905,mexican
34980,italian
49265,italian
37563,french
25673,chinese
14267,irish
32410,italian
26392,thai
27384,italian
43045,japanese
22576,mexican
11597,italian
22656,southern_us
47811,southern_us
7925,indian
14860,chinese
27525,italian
7798,italian
10848,italian
19062,italian
32224,italian
11529,southern_us
12155,southern_us
30628,cajun_creole
21909,indian
14291,mexican
3323,british
6502,french
25833,italian
31108,southern_us
47484,french
27396,italian
48147,italian
10489,mexican
12014,mexican
4904,mexican
36607,italian
12756,mexican
32462,southern_us
42204,vietnamese
246,mexican
47061,korean
15908,mexican
29572,italian
13458,mexican
14022,southern_us
40437,vietnamese
48136,mexican
17687,italian
48504,brazilian
22857,british
11465,indian
42107,thai
12514,british
46339,indian
8383,indian
27362,irish
38646,brazilian
44084,indian
12946,indian
11670,indian
34916,italian
2944,indian
33063,mexican
26982,italian
2231,mexican
5118,indian
28258,mexican
44113,southern_us
47328,chinese
33937,mexican
40399,italian
23562,indian
12787,mexican
13992,japanese
38992,italian
45269,mexican
15211,italian
34602,french
41779,vietnamese
4179,mexican
37925,japanese
46161,italian
5512,irish
27845,mexican
12024,french
41072,french
17911,italian
4237,chinese
40442,italian
15522,mexican
6804,indian
43807,mexican
21647,french
22758,french
32551,mexican
20470,mexican
20842,southern_us
43018,indian
45493,italian
42442,italian
14655,italian
32247,southern_us
32302,mexican
42075,mexican
19949,mexican
23352,southern_us
48549,southern_us
15053,french
23490,french
12080,japanese
